mission_id,real_arrival_km,real_arrival_time,speed,arrival_time
2021061398,58.4,38,103.41,39.03
2021061394,5.9,6,101.41,9.2
2021061393,21.2,17,100.07,26.8
2021061392,16.4,10,99.09,17.15
2021061390,35.7,23,98.05,29.4
2021061389,49.1,34,87.06,26.05
2021061388,58.1,35,87.2,45.8
2021061387,27.3,16,102.81,16.23
2021061386,16.2,14,102.9,29.03
2021061385,16.4,11,100.55,18.1
2021061382,30.6,20,106.19,18.98
2021061381,23.6,17,104.4,12.17
2021061380,17,13,104.04,19.42
2021061379,46.9,30,109.66,35.27
2021061372,16.8,12,98.39,29.6
2021061369,6.4,5,106,3.67
2021061368,18.1,10,105.32,18.12
2021061366,28.8,19,106.15,22.87
2021061360,3.8,7,100.06,7.7
2021061359,16.8,13,100.74,9.92
2021061358,38.4,26,98.29,44.5
2021061357,19.3,15,106.17,12.77
2021061356,12.5,10,103.1,9.07
2021061354,26,18,93.79,49.02
2021061351,11.9,9,101.41,9.55
2021061350,13.5,10,106.75,15.6
2021061349,50.2,33,95.99,30.7
2021061348,10.5,9,104.82,13.73
2021061347,16.8,13,107.51,11.47
2021061346,7.9,8,107.86,6.17
2021061344,14.3,10,95.63,18.25
2021061343,19.2,13,100.17,32.03
2021061342,11.7,10,107.14,14.73
2021061338,39.1,28,106.08,21.87
2021061337,19,13,107.71,40.47
2021061336,13.2,13,103.29,13.1
2021061335,20.6,17,105.8,19.3
2021061334,8.6,6,107.52,14.65
2021061332,28.9,23,106.75,26.22
2021061331,22.6,13,112.42,14.27
2021061330,31,18,109.83,27.05
2021061328,20,19,100.8,32.87
2021061325,45.1,27,100.66,94.85
2021061322,9.6,7,99.7,7.95
2021061316,21.2,15,101.05,26.2
2021061313,26,17,103.75,26.13
2021061312,31.8,24,98.37,20.57
2021061307,4.6,4,100.64,9.87
2021061306,12.8,10,102.63,7.27
2021061305,10,8,101.41,5.55
2021061304,60.4,36,104.69,54.52
2021061303,8.3,6,101.3,10.1
2021061302,31,19,102.88,28.72
2021061301,18.8,13,94.09,25.42
2021061299,19.4,12,92.63,24.6
2021061298,16.5,12,99.52,28.95
2021061297,12,9,105.89,13.03
2021061295,22,19,104.25,20.57
2021061293,38.4,29,99.75,25.65
2021061292,28.5,23,103.08,18.68
2021061285,28.8,25,94.15,23.18
2021061283,16,13,106.2,15.77
2021061282,11,9,104.03,20.82
2021061279,24.2,17,101.55,26.92
2021061278,10.2,9,99.69,12.48
2021061275,33.4,21,104.12,29.62
2021061268,59.3,35,86.02,42.33
2021061267,6.4,7,102.33,6.67
2021061266,6.4,7,100.72,4.7
2021061264,25.4,20,96.71,37.83
2021061263,16.3,17,107.22,34.78
2021061260,42.5,28,101.46,31.82
2021061257,28.7,17,98.88,19.25
2021061256,10.4,6,96.15,18.93
2021061255,35.1,21,102.48,22.98
2021061253,8.4,7,92.96,9.97
2021061251,46.1,27,94.6,52.17
2021061249,22.5,18,89.36,14.13
2021061248,15.8,14,91.38,15.65
2021061247,38,29,94.25,29.8
2021061246,20,18,87.49,16.27
2021061245,23.2,18,80.42,48.43
2021061243,15.8,13,106.46,13.87
2021061242,29.2,20,104.85,18.75
2021061240,27.8,20,97.94,38.82
2021061239,18.3,12,96.6,10.17
2021061237,14.2,22,104.06,12.87
2021061236,54.3,35,106.47,40.77
2021061235,11,8,100.06,19.47
2021061234,19.2,13,109.11,15.4
2021061231,18.8,11,101.78,35.05
2021061230,5.6,5,101.61,12.17
2021061229,22.3,16,105.89,20.77
2021061224,7.9,8,113.49,6.13
2021061223,26.6,19,109.29,23.02
2021061218,16.6,13,101.55,29.58
2021061216,28.1,23,103.01,24.17
2021061212,19.6,12,98.76,15.4
2021061201,11.5,10,104.32,11.42
2021061198,36.5,28,95.1,33.72
2021061197,39.9,26,108.17,26.4
2021061194,42.4,25,103.06,38.1
2021061193,12.5,11,99.93,22
2021061192,11.8,9,99.77,22.17
2021061190,1.7,1,99.23,3.22
2021061186,8.4,15,95.45,12.87
2021061183,32.3,27,95.36,36.33
2021061182,4.1,3,96.24,8.5
2021061181,22.1,16,97.61,14.28
2021061180,13.4,12,94.17,10
2021061179,35.1,20,103.31,21.15
2021061178,10.1,6,104.88,10.2
2021061175,12.3,7,102.48,19.42
2021061169,12.9,12,91.1,9.35
2021061164,19,14,95.93,18.95
2021061162,42.6,25,103.44,38.87
2021061154,22,13,95.29,33.08
2021061153,16.2,14,100.04,12.65
2021061152,23.2,16,94.66,26.63
2021061147,11.3,12,102.01,25.53
2021061145,20.1,13,102.29,12.67
2021061141,47,34,100.82,44.15
2021061140,7.6,5,89.56,12.05
2021061139,23.7,15,90.8,29.82
2021061138,10.5,8,95.03,18.68
2021061132,18.7,12,82.83,26.8
2021061128,16.1,17,96.73,9.8
2021061126,7.1,7,95.92,14.2
2021061123,16.2,14,107.09,18.68
2021061122,31.1,21,102.45,28.5
2021061121,7.9,6,106.8,11.43
2021061118,9.1,6,115.5,8.62
2021061116,17.8,13,107.93,18.22
2021061115,14.8,12,101.78,19.68
2021061114,13.8,13,106.52,21.07
2021061112,14.2,10,103.49,26.88
2021061111,15.1,9,108.66,27.57
2021061105,29.4,17,112.34,22.83
2021061101,39.1,28,100.3,23.53
2021061099,11.3,7,104.59,22.1
2021061098,5.1,4,102.56,10.88
2021061097,44.6,26,106.99,39.3
2021061092,9.2,10,106.84,16.07
2021061090,10.5,7,114.4,6.9
2021061089,28.1,17,109.94,23.28
2021061088,33.8,21,106.01,51.25
2021061084,31.7,21,106.83,44.12
2021061082,17.5,15,105.25,13.9
2021061081,35,21,95.88,31.72
2021061080,7.2,5,98.41,9.85
2021061079,15.6,12,108.85,8.05
2021061076,32.8,25,104.29,34.95
2021061075,25.2,18,107.67,18.15
2021061074,44.9,26,105.62,36.72
2021061073,30,18,109.48,25.13
2021061072,12.1,8,103.35,18.03
2021061070,11.2,8,95.2,24.15
2021061069,16.1,16,105.56,23.45
2021061068,20.6,12,107.07,13.7
2021061067,34.1,21,107.48,23.62
2021061066,14.5,10,97.97,25.8
2021061064,22.1,15,103.85,17.63
2021061063,32.3,21,106.18,27.38
2021061062,22.1,19,96.71,30.73
2021061061,53.7,35,104.29,58.22
2021061060,10.1,6,103.59,10.27
2021061058,29.7,18,105.96,24.48
2021061057,45.6,26,102.61,34.43
2021061056,46.7,26,104.6,32.48
2021061055,8.5,6,102.18,12.15
2021061051,17.8,13,103.16,19.95
2021061050,18.4,12,101.56,24.78
2021061049,11,8,97.69,23.32
2021061048,24,20,107.62,20.07
2021061047,36.8,30,98.65,32.22
2021061044,15.5,12,104.1,14.5
2021061040,20.2,17,93.53,36.1
2021061038,20.9,17,94.63,33.03
2021061036,29.7,19,101.03,31.88
2021061035,15.3,9,102.16,27.62
2021061034,18.6,19,102.85,18.33
2021061033,6.9,7,107.68,3.98
2021061031,18.4,12,109.32,21.03
2021061030,5.8,8,107.91,5.87
2021061026,11.5,8,93.2,12.27
2021061022,39.9,24,106.8,49.82
2021061021,43.3,25,104.69,37.9
2021061019,13.8,9,95.38,17.68
2021061018,26,19,100.54,31.83
2021061015,28.3,17,110.12,23.27
2021061014,13.7,10,92.28,26.78
2021061013,15.6,10,93.85,34.87
2021061012,39.2,28,96.26,19.93
2021061011,15.1,12,97.89,13.45
2021061010,12.1,7,101.68,10.92
2021061007,26.3,17,100.36,18.85
2021061004,17.9,12,99.04,31.78
2021060999,10,8,103.92,10.67
2021060997,6.9,7,104.07,4.48
2021060996,36.6,21,102.4,33.63
2021060989,11.1,8,93.58,11.12
2021060987,24.7,24,95.89,46.15
2021060986,20.5,13,97.46,15.12
2021060985,14.1,12,99.17,21.08
2021060984,20.8,15,101.92,40.83
2021060983,16.2,14,100.09,25
2021060982,13.1,12,96.96,26.57
2021060981,32,19,87.38,25.98
2021060980,38.2,26,102.33,27.15
2021060978,16.7,18,101.59,21.87
2021060977,14.6,12,104.24,21.52
2021060975,9.6,7,107.41,16.88
2021060974,20.7,14,105.41,21.67
2021060972,23.6,14,109.37,21.33
2021060971,7.3,5,97.62,10.5
2021060969,8.7,6,108.13,18.6
2021060963,60,35,102.27,47.27
2021060962,36,23,102.65,24.65
2021060961,30.9,18,110.29,30.1
2021060960,43.7,29,101.12,26.27
2021060958,11.3,8,104.92,10.18
2021060957,14,8,103.67,8
2021060956,18.4,11,104.37,27.1
2021060955,22.8,14,100.33,15.53
2021060954,13.7,10,101.01,10.47
2021060950,50.2,33,95.89,27.25
2021060947,29.8,23,96.88,24.33
2021060944,21.9,14,101.51,38.95
2021060943,23.6,14,100.38,43.6
2021060940,19.4,13,103.45,24.8
2021060937,18.9,12,98.41,35.15
2021060935,48.1,29,101.35,26.52
2021060934,7.6,10,103.36,16.15
2021060931,30.5,20,98.72,36.3
2021060928,21.2,17,100.9,23.4
2021060927,19,13,102.09,36.63
2021060921,26.3,23,94.69,48.5
2021060918,28.5,19,108.81,15.93
2021060917,12.1,8,94.04,14.33
2021060915,36.3,23,102.07,34.45
2021060912,30.8,20,106.83,22.2
2021060910,31.1,23,103.47,32.6
2021060905,19.9,12,104.38,30.18
2021060902,62.3,37,103.14,53.97
2021060901,11.1,8,104.79,21.05
2021060900,29.2,17,111.62,38.73
2021060899,13.1,8,103.97,28.48
2021060898,22.2,22,101.86,45.37
2021060897,9.7,15,107.07,19.82
2021060896,57.1,35,99.29,38.03
2021060895,57.3,38,103.2,38.38
2021060892,10,12,104.4,14.82
2021060890,10.6,7,98.58,11.67
2021060886,11.7,10,103.08,7.35
2021060881,32,19,100.64,25.65
2021060878,31.5,19,104.41,25.05
2021060875,10.2,7,104.59,9.98
2021060873,9.4,6,88.28,15.83
2021060872,37.1,23,107.74,26.52
2021060871,18.7,16,104.55,14.67
2021060870,20.9,14,108.28,26.23
2021060869,66.6,43,104.28,42.63
2021060868,9.5,7,108.8,14.45
2021060865,11.8,8,104.12,21.6
2021060859,8.9,5,95.59,13.15
2021060857,14.3,9,99.11,15.07
2021060856,61.2,39,98.91,53.33
2021060853,18.3,11,100.52,14.98
2021060852,17.1,11,100.3,22.22
2021060848,10.2,7,109.06,15.28
2021060847,23.1,15,101.56,42.32
2021060845,12.1,9,96.59,24.97
2021060844,29.5,20,101.71,22.82
2021060843,6.3,4,95.57,11.8
2021060842,16.1,11,103.79,34.25
2021060839,12.6,10,96.18,13.78
2021060836,14.8,11,98.05,31.88
2021060834,18.9,11,104.02,9.67
2021060831,23.1,15,101.65,30.7
2021060825,4.7,4,98.1,7.65
2021060824,20.7,13,104.02,25.6
2021060822,17.5,14,94.44,27.87
2021060821,10.5,9,106.47,14.95
2021060820,19.1,16,100.97,24.92
2021060815,33.8,23,104.67,23.95
2021060814,20.5,20,101.36,39.48
2021060813,38.7,25,105.88,28.52
2021060812,39.9,25,107.92,33.33
2021060811,29.6,18,114.4,24.6
2021060810,39,24,111.45,36.23
2021060809,31.2,23,103.64,24.27
2021060807,6.6,8,106.85,11.92
2021060804,17.1,17,107.3,13.65
2021060802,21.8,15,104.82,14.22
2021060801,42.9,26,113.35,23.12
2021060798,6.4,9,105.69,10.87
2021060793,65.5,39,103.33,33.78
2021060791,21.4,16,109.19,14.48
2021060790,10.7,8,100.95,20.77
2021060789,22.1,19,109.45,20.22
2021060788,16.6,12,106.1,24.12
2021060787,8.5,8,106.07,9.93
2021060786,9,7,110.39,6.78
2021060784,24.5,23,106.9,37.73
2021060782,18.3,14,100.43,33.5
2021060781,37.6,25,109.02,25.05
2021060779,16.4,14,98.12,23.07
2021060778,6.6,7,103.82,9.6
2021060775,15.5,11,110.36,11.68
2021060773,15,13,111.21,13.92
2021060772,7.6,4,105.99,17.12
2021060771,28.2,19,109.06,35.68
2021060767,16.7,15,103.05,23.28
2021060765,56.2,34,111.65,66.82
2021060758,18.2,12,106.26,27.15
2021060753,29.8,19,100.83,21.9
2021060752,40.9,24,107.83,35.57
2021060750,53.7,35,108.82,34.03
2021060749,38,29,101.03,31.22
2021060746,46.4,27,109.05,35.05
2021060745,20.5,13,103.68,25.4
2021060743,17.5,12,107.58,18.38
2021060742,11.7,12,107.54,23.27
2021060737,16.8,12,105.51,25.47
2021060736,17.6,12,109.81,17.43
2021060734,53.9,35,106.39,41.35
2021060730,32.2,20,110.36,25.87
2021060729,33,23,109.85,26.67
2021060727,16.1,17,110.51,15.53
2021060725,24.1,18,102.88,17.32
2021060723,24.6,16,103.37,18.98
2021060721,36.9,22,101.86,36.15
2021060720,8.8,10,99.32,15.63
2021060719,33.8,20,107.56,42.1
2021060717,30.6,21,108.75,21.93
2021060715,25,14,104.51,21.3
2021060712,26.8,21,98.01,29.72
2021060707,20.5,13,105.4,36.02
2021060706,38.1,24,98.85,21.8
2021060705,16.2,10,110.04,12.75
2021060704,22.2,18,106.34,30.63
2021060703,23.5,14,109.29,23.1
2021060701,25.3,14,105.74,27.15
2021060700,36.4,23,107.23,53.7
2021060699,4.1,3,109.52,6.92
2021060698,12.8,12,100.15,20.98
2021060696,11.1,7,99.31,18.93
2021060695,18.8,14,104.31,18.95
2021060692,14.1,15,103.64,14.4
2021060689,12.3,9,97.63,10.95
2021060688,16.2,10,99.73,19.18
2021060687,15.7,11,95.01,23.62
2021060686,22.8,15,106.17,24.35
2021060684,20.9,14,107.39,20.98
2021060682,24.2,17,107.56,24.47
2021060677,18.7,13,104.4,23.72
2021060675,9.5,7,105,6.95
2021060670,9.5,7,104.22,7.2
2021060669,12.7,8,96.71,19.32
2021060666,23.2,18,100.5,12.37
2021060664,38.5,24,102.02,32.4
2021060663,8.4,7,99.48,5.92
2021060657,20.2,15,101.52,25.77
2021060652,28.8,23,98.49,22.32
2021060650,18,14,100.57,26.03
2021060642,21.5,13,104.91,15.62
2021060639,16.9,13,101.87,32.4
2021060636,21.5,15,109.59,21.83
2021060635,7.6,5,106.31,9.38
2021060634,26.6,19,104.35,19.98
2021060632,54.6,33,102.19,38.03
2021060629,6.3,6,99.38,14.05
2021060626,53.4,35,103.44,41.73
2021060596,6.1,8,100.8,13.82
2021060594,14.5,10,103.22,11.58
2021060590,53.8,33,101.05,74.13
2021060588,29.7,20,100.41,28.35
2021060585,29.5,20,95.37,22.9
2021060584,66.4,43,103.08,53.83
2021060583,21.6,16,99.37,16.83
2021060581,15.7,9,101.65,22.62
2021060580,21.7,15,108.63,21.22
2021060579,14.8,11,102.03,34.7
2021060576,20.5,12,100.11,30.33
2021060573,22.3,16,96.94,33.02
2021060570,14.9,10,101.96,29.87
2021060568,20.1,17,100.73,40.3
2021060567,16.8,13,106.46,17
2021060566,27.6,19,102.22,31.6
2021060562,9.6,8,109.41,11.67
2021060560,44.4,29,107.43,32.98
2021060559,32.8,25,104.67,39.38
2021060558,12.2,10,104.63,13.67
2021060557,36.7,21,110.35,24.22
2021060556,29.7,23,106.93,25.98
2021060546,30,18,105.98,48.77
2021060540,11.9,15,99.04,20.53
2021060539,14.2,10,103.35,19.87
2021060536,10.6,7,99.49,19.85
2021060535,10.6,7,101.33,24.72
2021060532,8.8,7,93.29,5.1
2021060531,15.7,9,92.99,15.42
2021060530,5.3,6,100.32,4.13
2021060529,30.1,20,103.07,20.7
2021060528,22.2,15,100.87,16.47
2021060527,24.1,16,100.56,15.47
2021060526,22.5,15,100.7,34.08
2021060525,20.7,16,93.13,47.88
2021060523,17.7,18,94.91,36.58
2021060520,26.2,19,98.19,30.28
2021060518,19.8,13,101.24,12.37
2021060517,52.4,34,103.09,39.23
2021060516,7.4,5,98.32,16.38
2021060513,58.8,35,104.67,42.28
2021060511,21.6,12,108.31,38.57
2021060509,22.8,15,103.71,22.87
2021060508,35.8,30,103.77,22.77
2021060507,11.9,9,102.86,6.15
2021060505,10.5,9,104.28,10.73
2021060502,32.6,20,99.04,74.68
2021060501,14.1,10,89.76,21.92
2021060499,17.3,12,100.66,22.12
2021060497,31.7,24,97.83,29.67
2021060495,16.2,14,107,26.65
2021060494,14.2,12,106.72,24.8
2021060493,40.1,24,105.57,49.82
2021060492,23.9,19,102.9,17.58
2021060490,33.4,20,108.73,23.58
2021060489,15.6,10,102.4,33.52
2021060488,32.3,27,98.2,28.28
2021060487,25.2,25,105.93,57.28
2021060485,4.5,3,98.18,4.78
2021060484,23.6,16,100,23.78
2021060483,41.6,27,97.96,56.48
2021060481,12.8,12,98.11,22.05
2021060477,35.4,23,100.05,76
2021060476,10.9,7,97.97,11.07
2021060475,18.6,18,100.26,12.35
2021060474,34.3,21,106.92,26.52
2021060472,12.1,8,102.38,22.28
2021060469,8.8,5,102.5,14.57
2021060467,41.6,26,102.48,27.73
2021060464,16.7,12,102.1,26.1
2021060462,5,7,101.18,9.23
2021060461,29.9,20,100,27.33
2021060458,27,16,107.89,29.65
2021060457,16.2,11,100.53,14.12
2021060456,31,18,103.37,31.25
2021060452,21.2,16,103.86,13.7
2021060451,39.2,27,106.93,58.97
2021060450,22.5,21,103.2,15.8
2021060447,13,9,95.18,28.57
2021060446,24.1,16,105.7,12.6
2021060443,17.6,12,106.19,21.13
2021060442,17.2,12,106.05,23.93
2021060441,12.6,10,103.89,17.28
2021060440,69,45,105.77,41.85
2021060439,39.1,26,106.41,31.12
2021060438,23.8,19,105.77,19.8
2021060436,10.2,7,103.18,16.58
2021060435,31.9,27,101.08,27.98
2021060434,57,35,102.19,57.72
2021060433,62.7,40,79.79,41.7
2021060432,41.6,28,104.43,73.48
2021060431,9.8,7,103.23,12.43
2021060429,12.6,9,104.45,16.38
2021060427,17,11,104.05,23.22
2021060426,12.5,10,103.33,10.35
2021060424,17.3,16,100.27,22.33
2021060422,21.2,17,102.64,19.17
2021060421,15.1,10,97.83,17.35
2021060420,33.7,21,102.32,36.9
2021060419,19.2,16,103.46,16.58
2021060418,5.3,3,106.24,6.52
2021060417,20.3,18,103.56,18.42
2021060415,40.7,27,91.17,41.27
2021060414,15.3,11,100.9,35.55
2021060413,40.9,24,105.83,42.53
2021060407,46.6,31,100.91,36.73
2021060406,14.5,11,102.05,15.2
2021060405,14.7,9,100.26,12.8
2021060403,21.1,17,96.25,21.07
2021060401,68.6,44,95.81,44.37
2021060398,44.7,30,99.51,105.85
2021060397,35.3,25,98.77,34.92
2021060396,17.9,10,104.38,19.02
2021060394,16.7,10,104.43,25.23
2021060391,17,13,104.07,11.8
2021060389,55.3,33,103.99,30.53
2021060386,8.7,6,93.81,15.98
2021060377,12.6,9,105.28,9.67
2021060373,15.1,14,105.34,24.23
2021060372,54.2,33,103.57,56.45
2021060369,31.3,19,105.36,17.07
2021060368,20,25,105.46,21.98
2021060355,36.7,21,109.52,30
2021060350,12.8,8,102.3,11.47
2021060349,29.2,20,100.73,65.87
2021060346,33.7,25,97.32,29.73
2021060345,14.8,11,99.38,19.95
2021060342,17.9,11,100.83,21.9
2021060339,15.3,14,105.42,13.33
2021060336,14.1,15,106.86,12.42
2021060334,17.1,11,104.71,18.05
2021060333,15.3,11,104.02,15.88
2021060327,17.5,12,109.79,15.05
2021060326,15.6,12,108.96,9.95
2021060325,29.7,18,111.25,51.5
2021060324,18.4,13,110.31,27.28
2021060323,15.6,12,104.86,10.58
2021060321,33.7,21,104.51,69.7
2021060314,16.1,14,98.8,24.75
2021060313,56.7,37,104.55,44.27
2021060310,15.1,13,104.42,18.3
2021060304,15.1,13,102.07,18.1
2021060303,8.3,7,97.9,11.08
2021060300,20.5,13,106.07,22.58
2021060296,13.8,9,95.91,23.03
2021060294,8.1,6,105.03,17.47
2021060293,20.9,15,104.98,18.02
2021060292,39,24,103.32,28.58
2021060288,19.8,14,88.79,24.92
2021060287,39.6,26,101.3,29.75
2021060285,4.6,4,92.6,10.65
2021060284,7.2,7,88.74,5.03
2021060280,15.9,10,102.09,17.17
2021060279,19.5,11,104.94,25.98
2021060277,6.1,9,95.23,11.53
2021060267,24.8,16,107.11,27.6
2021060265,26.6,23,97.3,25.23
2021060260,17.2,10,108.3,22.3
2021060259,7.9,6,106.07,14.62
2021060255,37.2,22,106.27,35.57
2021060254,11.5,8,104.66,16
2021060253,22.5,15,110.47,12.2
2021060250,8.3,5,98.83,14.35
2021060249,11.1,8,101.65,19.98
2021060248,12.1,8,101.53,18.25
2021060247,39.9,23,104.47,47.32
2021060246,18.2,12,103.92,24.38
2021060243,15.5,13,108.42,11.18
2021060242,19.3,13,107.61,37.3
2021060239,20,13,110.12,27.53
2021060237,15.7,13,105.96,23.3
2021060234,15.1,14,98.66,26.08
2021060232,17.6,18,98.39,21.87
2021060230,48.1,29,93.24,26.32
2021060229,57.2,38,102.53,47.17
2021060227,53.9,37,100.33,30.38
2021060226,21.6,16,100.77,48.55
2021060225,24.2,15,106.45,22.65
2021060224,22.1,14,95.55,19.95
2021060222,38.1,28,97.21,25.97
2021060219,21.4,14,105.82,28.53
2021060218,23.8,20,103.22,20.9
2021060217,15.7,12,102.24,17.22
2021060216,40.2,26,99.42,26.87
2021060215,26.5,17,101.23,31.82
2021060213,2.9,3,96.99,4.08
2021060212,5,4,100.07,9.83
2021060211,29.2,18,104.77,26.8
2021060209,17.8,15,93.23,17.62
2021060207,17,13,101.22,15.67
2021060202,17.5,18,100.09,28.28
2021060201,22.9,16,98.05,12.15
2021060200,45.4,29,93.95,37.47
2021060199,18.3,14,101.35,31.45
2021060198,6.1,5,100.47,9.07
2021060179,7.1,5,107.19,10.1
2021060178,19.6,12,103.54,14
2021060177,44.6,29,106.55,28.63
2021060174,20.9,14,106.78,21.48
2021060173,30.2,21,110.46,23.88
2021060172,17,12,109.6,15.88
2021060170,63.6,39,105.63,42.2
2021060168,11.8,8,104.52,22.88
2021060167,21.9,14,103.01,19.27
2021060166,15.9,11,97.27,24.12
2021060165,10.3,7,94.73,6.07
2021060164,6.1,9,100.47,7.88
2021060161,26.9,15,102.96,59.05
2021060158,20.9,12,100.39,26.55
2021060144,19.3,13,111.12,18.2
2021060142,42.2,24,100.67,29.85
2021060140,34.1,24,101.23,18.78
2021060139,18.6,13,110.1,16.82
2021060137,8.7,6,102.81,16.73
2021060136,24.5,15,100.97,20.67
2021060135,39.2,24,102.19,47.77
2021060134,34.2,21,97.43,53.38
2021060133,1.1,1,97.77,1.42
2021060130,44.9,30,100.04,27.27
2021060128,13.1,11,102.56,12.13
2021060126,19.1,19,99.19,20
2021060124,41.9,24,100.08,33.62
2021060123,23.2,14,105.31,23.67
2021060122,15.5,16,86.01,12.23
2021060116,16.6,10,111.24,11.27
2021060114,15.8,12,106.79,9.9
2021060113,14.8,11,104.7,13.08
2021060109,7.5,6,98.81,9.7
2021060107,14.2,10,105.11,29.65
2021060104,32.1,25,103.68,21.03
2021060102,36.7,24,93.16,45.88
2021060094,18.4,13,105.53,25.78
2021060093,19.5,15,93.19,21.8
2021060091,60.5,40,97.79,31.75
2021060090,13.7,10,108.28,17.27
2021060089,14.6,12,106.5,15
2021060087,10.1,9,94.67,14.05
2021060085,18.9,12,101.07,10.52
2021060082,8.1,6,101.2,14.23
2021060080,10,6,109.15,9.58
2021060079,15.2,10,95.41,28.32
2021060077,21.5,16,103.91,20.83
2021060076,36.1,21,105.07,29.02
2021060074,37.4,24,105.08,28.02
2021060073,19.4,13,107.57,18.67
2021060072,8.8,9,107.73,11.88
2021060071,4.7,3,109.02,4.4
2021060070,22.2,14,106.54,15.05
2021060066,48.1,29,106.32,32.85
2021060063,28.6,19,102.79,19.18
2021060062,34.6,24,105.51,28.88
2021060058,31.7,24,104.26,27.6
2021060056,11,8,100.34,17.1
2021060054,52.4,33,103.61,48.03
2021060053,30.6,20,102.87,20.5
2021060052,14.1,18,106.57,9
2021060051,16,12,103.98,26.22
2021060050,13,8,102.87,12.87
2021060049,18.2,20,103.82,15.98
2021060046,40.4,26,104.92,72.13
2021060043,40.8,24,105.63,43.82
2021060037,21.2,15,104.26,12.22
2021060033,31.9,25,96.83,23.73
2021060031,12.9,8,108.26,7.5
2021060026,43.2,25,103.17,27.28
2021060025,40.1,23,106.07,39.2
2021060024,43.5,30,95.81,26.47
2021060023,33.4,26,100.66,31.52
2021060019,21.3,14,101.87,13.48
2021060017,23.9,14,101.08,15.05
2021060016,4.9,3,98.76,7.23
2021060015,14.9,11,102.5,17.47
2021060012,34.3,25,102.53,26.6
2021060011,12.1,8,97.18,13.02
2021060010,12,9,103.4,14.83
2021060008,17.7,15,102.85,37.55
2021060007,9.1,6,95.26,15.07
2021060005,28.7,19,104.42,19.18
2021060004,42.3,25,105.48,35.68
2021060003,9.5,9,99.03,8.8
2021051981,19.7,13,102.34,18.92
2021051976,16.7,12,103.2,11.12
2021051975,35.2,22,99.11,20.92
2021051971,25.3,14,100.6,13.5
2021051969,26.9,17,92.64,44.85
2021051968,14.8,10,96.31,31.32
2021051967,36.2,33,96.75,47.42
2021051966,38.1,23,102.11,31.7
2021051965,28.2,19,97.64,42.55
2021051964,44.4,29,100.76,26.23
2021051963,22,15,93.61,44.83
2021051962,22.3,13,95.91,18.93
2021051960,31.2,20,90.68,25.22
2021051959,20.7,15,80.89,27.5
2021051958,19.2,16,99.12,20.72
2021051955,8.5,7,102.21,12.03
2021051953,12.2,12,85.67,9.37
2021051949,17.1,10,95.85,24.33
2021051947,15.1,13,111.03,21.15
2021051944,23.2,15,107.63,18.82
2021051941,36,23,104.32,55.83
2021051940,11.6,11,103.64,24.93
2021051939,17.9,12,99.36,34.18
2021051938,14.1,10,93.39,26.97
2021051937,20.5,18,101.32,36.88
2021051936,30.8,24,102.17,22.27
2021051870,38,26,99.69,36.85
2021051868,26.1,16,108.65,42.77
2021051867,36.7,24,109.4,25.42
2021051864,28,24,93.37,20.45
2021051863,26.9,23,92.5,16.02
2021051861,20.9,14,107.3,17.4
2021051858,14.7,10,109.45,16.22
2021051856,18.6,16,101.86,13.32
2021051852,12.6,9,99.61,17.33
2021051849,22.2,16,105.74,30.83
2021051848,36.1,22,105.78,30.63
2021051843,14.8,11,104.9,20.78
2021051842,10.9,7,104.07,13.25
2021051840,17.9,15,99.24,27.72
2021051839,19.3,15,105.1,15.05
2021051836,6.2,5,107.94,8.72
2021051834,19.2,15,97.88,16.8
2021051832,21.1,15,93.75,22.68
2021051831,17.3,12,106.51,12.45
2021051829,21.6,16,106.35,17.73
2021051826,16,12,93.45,16.17
2021051817,16.9,13,109.23,11.85
2021051814,15.9,12,106.95,16.92
2021051813,29.6,21,108.33,19.45
2021051810,18.8,16,103.66,17.42
2021051808,5.7,4,111.83,7.3
2021051807,13.5,11,107.74,13.35
2021051805,24,14,107.28,19.52
2021051801,30.6,21,106.29,22.45
2021051799,19.1,11,105.44,13.22
2021051798,20.2,17,100.38,21.6
2021051795,34.5,22,102.85,34.57
2021051794,17.1,15,98.49,22.57
2021051793,6.7,5,109.04,8.33
2021051792,13.9,8,107.49,8.08
2021051791,11.5,9,101.85,12.22
2021051790,11.9,10,109.31,10.35
2021051789,10.8,11,102.35,22.7
2021051787,21.9,18,104.52,18.25
2021051786,15.3,11,110.55,16.45
2021051784,42,26,112,23.15
2021051783,21.5,13,107.46,17.77
2021051781,21.3,18,106.03,21.45
2021051779,19.4,13,109.96,19.58
2021051778,29.1,20,102.81,26.68
2021051776,35.7,23,107.98,21.22
2021051773,36.1,22,109.79,20.42
2021051771,24.3,16,102.44,25.02
2021051769,38.7,24,108.19,34.65
2021051768,27.1,16,105.93,19.98
2021051765,52.7,34,100.36,35.28
2021051762,36.6,23,98.43,69.33
2021051759,11.2,12,99.67,8.95
2021051758,11.7,10,107.03,20.77
2021051757,4.3,4,93.08,5.55
2021051756,13.6,9,91.86,29.28
2021051751,16.1,11,95.05,14.82
2021051749,17.4,12,104.18,14.98
2021051748,13.6,9,101.09,8.6
2021051747,19.1,16,102.87,22.32
2021051746,41.7,32,102.56,65.22
2021051745,8.1,6,96.44,18.6
2021051743,23.3,15,106.06,27.3
2021051742,17.5,12,101.83,30.43
2021051741,10,1,105.5,13.17
